,SEQN,ACD011A,ACD011B,ACD011C,ACD040,ACD110
907,63456.0,,,,4.0,
908,63457.0,1.0,,,,
909,63459.0,,,,1.0,
910,63461.0,,,,5.0,
911,63462.0,1.0,,,,
912,63463.0,1.0,,,,
913,63465.0,1.0,,,,
914,63466.0,1.0,,,,
915,63468.0,1.0,,,,
916,63469.0,,,,3.0,
917,63471.0,1.0,,,,
918,63472.0,1.0,,,,
919,63473.0,1.0,,,,
920,63474.0,1.0,,,,
921,63475.0,1.0,,,,
922,63476.0,,,,4.0,
923,63478.0,1.0,,,,
924,63479.0,1.0,,,,
925,63481.0,,,,2.0,
926,63482.0,,,9.0,,
927,63484.0,1.0,,,,
928,63485.0,1.0,,,,
929,63487.0,1.0,,,,
930,63489.0,1.0,,,,
931,63491.0,1.0,,,,
932,63492.0,1.0,,,,
933,63493.0,,,,,1.0
934,63495.0,1.0,,,,
935,63496.0,1.0,,,,
936,63498.0,1.0,,,,
937,63499.0,,,,1.0,
938,63500.0,1.0,,,,
939,63502.0,1.0,,,,
940,63504.0,,,,2.0,
941,63506.0,,,,1.0,
942,63507.0,1.0,,,,
943,63508.0,1.0,,,,
944,63509.0,1.0,,,,
945,63510.0,1.0,,,,
946,63512.0,,,,1.0,
947,63513.0,1.0,,,,
948,63514.0,1.0,,,,
949,63515.0,1.0,,,,
950,63516.0,,,,1.0,
951,63519.0,1.0,,9.0,,
952,63521.0,,,,,5.0
953,63523.0,1.0,,,,
954,63524.0,1.0,,,,
955,63525.0,,,,,1.0
956,63528.0,1.0,,,,
957,63529.0,1.0,,,,
958,63530.0,1.0,,,,
959,63531.0,,,,1.0,
960,63532.0,1.0,,,,
961,63533.0,,,,3.0,
962,63534.0,,,,3.0,
963,63538.0,1.0,,,,
964,63539.0,,,,1.0,
965,63540.0,1.0,,,,
966,63541.0,,,,1.0,
967,63543.0,,,,,1.0
968,63544.0,,,,1.0,
969,63545.0,1.0,,,,
970,63546.0,1.0,,,,
971,63550.0,1.0,,,,
972,63551.0,1.0,,,,
973,63552.0,,,,2.0,
974,63553.0,1.0,,,,
975,63554.0,1.0,,,,
976,63556.0,,,,,2.0
977,63558.0,1.0,,,,
978,63559.0,,,,,5.0
979,63560.0,1.0,,,,
980,63561.0,,,,1.0,
981,63562.0,1.0,,,,
982,63563.0,1.0,,,,
983,63564.0,1.0,,,,
984,63566.0,1.0,,,,
985,63568.0,1.0,,,,
986,63569.0,,,,4.0,
987,63570.0,1.0,,,,
988,63571.0,,,,,5.0
989,63572.0,1.0,,,,
990,63573.0,1.0,,,,
991,63575.0,,,,,5.0
992,63576.0,,,,4.0,
993,63578.0,1.0,,,,
994,63579.0,1.0,,,,
995,63581.0,,,,,4.0
996,63582.0,1.0,,,,
997,63583.0,1.0,,,,
998,63584.0,1.0,,,,
999,63587.0,1.0,,,,
1000,63588.0,1.0,,,,
1001,63589.0,,,,,1.0
1002,63590.0,1.0,,,,
1003,63591.0,,,,,1.0
1004,63593.0,1.0,,,,
1005,63595.0,,,,,1.0
1006,63596.0,,,,5.0,
1007,63597.0,,,,,1.0
1008,63598.0,,,,3.0,
1009,63599.0,,,,1.0,
1010,63602.0,1.0,,,,
1011,63607.0,,,,4.0,
1012,63608.0,,,,1.0,
1013,63609.0,,,9.0,,
1014,63610.0,1.0,,,,
1015,63611.0,1.0,,,,
1016,63613.0,,,,5.0,
1017,63614.0,1.0,,,,
1018,63615.0,1.0,,,,
1019,63617.0,1.0,,,,
1020,63620.0,1.0,,,,
1021,63621.0,1.0,,,,
1022,63622.0,1.0,,,,
1023,63623.0,1.0,,,,
1024,63625.0,,,,4.0,
1025,63626.0,1.0,,,,
1026,63627.0,1.0,,,,
1027,63628.0,1.0,,,,
1028,63629.0,,,,,1.0
1029,63631.0,1.0,,,,
1030,63632.0,1.0,,,,
1031,63633.0,1.0,,,,
1032,63635.0,1.0,,,,
1033,63636.0,1.0,,,,
1034,63638.0,1.0,,,,
1035,63639.0,1.0,,,,
1036,63641.0,1.0,,,,
1037,63642.0,1.0,,,,
1038,63643.0,1.0,,,,
1039,63645.0,1.0,,,,
1040,63648.0,1.0,,,,
1041,63650.0,,,,1.0,
1042,63651.0,,,,,1.0
1043,63652.0,1.0,,,,
1044,63653.0,,,,1.0,
1045,63655.0,1.0,,,,
1046,63656.0,1.0,,,,
1047,63657.0,,,,,5.0
1048,63659.0,1.0,,,,
1049,63661.0,,,9.0,,
1050,63662.0,1.0,,,,
1051,63663.0,,,,1.0,
1052,63664.0,1.0,,,,
1053,63665.0,,,,1.0,
1054,63666.0,1.0,,,,
1055,63669.0,1.0,,,,
1056,63671.0,1.0,,,,
1057,63673.0,1.0,,,,
1058,63675.0,1.0,,,,
1059,63678.0,,,,5.0,
1060,63680.0,,,,1.0,
1061,63682.0,1.0,,,,
1062,63683.0,1.0,,,,
1063,63684.0,1.0,,,,
1064,63685.0,,,,2.0,
1065,63686.0,,,,1.0,
1066,63687.0,1.0,,,,
1067,63689.0,1.0,,,,
1068,63690.0,,,,,3.0
1069,63691.0,,,,3.0,
1070,63692.0,1.0,,,,
1071,63695.0,1.0,,,,
1072,63696.0,,,,3.0,
1073,63697.0,1.0,,,,
1074,63698.0,,,,1.0,
1075,63699.0,1.0,,,,
1076,63700.0,1.0,,,,
1077,63701.0,1.0,,,,
1078,63704.0,1.0,,,,
1079,63706.0,1.0,,,,
1080,63707.0,,,,1.0,
1081,63708.0,,,,,1.0
1082,63709.0,1.0,,,,
1083,63710.0,1.0,,,,
1084,63713.0,1.0,,,,
1085,63714.0,1.0,,,,
1086,63717.0,1.0,,,,
1087,63718.0,,,,3.0,
1088,63719.0,1.0,,,,
1089,63721.0,1.0,,,,
1090,63722.0,1.0,,,,
1091,63723.0,,,,4.0,
1092,63724.0,,,,1.0,
1093,63726.0,,,,5.0,
1094,63729.0,1.0,,,,
1095,63730.0,1.0,,,,
1096,63731.0,,,,1.0,
1097,63732.0,,,,2.0,
1098,63733.0,,,,4.0,
1099,63734.0,1.0,,,,
1100,63735.0,,,,,1.0
1101,63736.0,1.0,,,,
1102,63738.0,1.0,,,,
1103,63739.0,1.0,,,,
1104,63741.0,,,,4.0,
1105,63742.0,1.0,,,,
1106,63744.0,1.0,,,,
1107,63746.0,1.0,,,,
1108,63749.0,,,,,1.0
1109,63750.0,1.0,,,,
1110,63752.0,1.0,,,,
1111,63753.0,,,,1.0,
1112,63754.0,1.0,,,,
1113,63758.0,,,,,1.0
1114,63759.0,1.0,,,,
1115,63760.0,1.0,,,,
1116,63761.0,,,,9.0,
1117,63762.0,1.0,,,,
1118,63763.0,,,,,2.0
1119,63764.0,,,,3.0,
1120,63765.0,1.0,,,,
1121,63766.0,1.0,,,,
1122,63767.0,,,,1.0,
1123,63768.0,,,,1.0,
1124,63769.0,,,,1.0,
1125,63771.0,1.0,,,,
1126,63772.0,1.0,,,,
1127,63773.0,,,,5.0,
1128,63777.0,1.0,,,,
1129,63778.0,1.0,,,,
1130,63780.0,1.0,,,,
1131,63781.0,,,,2.0,
1132,63784.0,,,,2.0,
1133,63785.0,1.0,,,,
1134,63787.0,1.0,,,,
1135,63788.0,1.0,,,,
1136,63789.0,1.0,,,,
1137,63793.0,1.0,,,,
1138,63795.0,1.0,,,,
1139,63796.0,1.0,,,,
1140,63797.0,1.0,,,,
1141,63799.0,,,,,1.0
1142,63801.0,1.0,,,,
1143,63802.0,1.0,,,,
1144,63803.0,,,,1.0,
1145,63804.0,1.0,,,,
1146,63805.0,1.0,,,,
1147,63806.0,1.0,,,,
1148,63807.0,1.0,,,,
1149,63808.0,1.0,,,,
1150,63810.0,,,,,1.0
1151,63812.0,1.0,,,,
1152,63813.0,,,9.0,,
1153,63814.0,,,9.0,,
1154,63817.0,1.0,8.0,,,
1155,63818.0,1.0,,,,
1156,63820.0,1.0,,,,
1157,63822.0,1.0,,,,
1158,63823.0,1.0,,,,
1159,63824.0,,,,,1.0
1160,63825.0,,,,,5.0
1161,63827.0,1.0,,,,
1162,63828.0,1.0,,,,
1163,63829.0,1.0,,,,
1164,63830.0,,,,1.0,
1165,63831.0,1.0,,,,
1166,63832.0,1.0,,,,
1167,63834.0,1.0,,,,
1168,63835.0,1.0,,,,
1169,63836.0,1.0,,,,
1170,63837.0,1.0,,,,
1171,63838.0,1.0,,,,
1172,63839.0,1.0,,,,
1173,63841.0,,,,3.0,
1174,63843.0,,,,2.0,
1175,63844.0,1.0,,,,
1176,63845.0,1.0,,,,
1177,63847.0,1.0,,,,
1178,63848.0,1.0,,,,
1179,63849.0,1.0,,,,
1180,63850.0,1.0,,,,
1181,63852.0,1.0,,,,
1182,63853.0,1.0,,,,
1183,63856.0,1.0,,,,
1184,63858.0,,,,1.0,
1185,63859.0,1.0,,,,
1186,63860.0,1.0,,,,
1187,63861.0,1.0,,,,
1188,63862.0,1.0,,,,
1189,63867.0,1.0,,,,
1190,63868.0,1.0,,,,
1191,63869.0,1.0,,,,
1192,63871.0,1.0,,,,
1193,63872.0,,,,,1.0
1194,63873.0,1.0,,,,
1195,63875.0,1.0,,,,
1196,63877.0,1.0,,,,
1197,63879.0,1.0,,,,
1198,63880.0,1.0,,,,
1199,63881.0,1.0,,9.0,,
1200,63882.0,,,,,1.0
1201,63883.0,,,,1.0,
1202,63884.0,,,,,1.0
1203,63885.0,1.0,,,,
1204,63887.0,1.0,,,,
1205,63888.0,1.0,,,,
1206,63889.0,1.0,,,,
1207,63890.0,,,,1.0,
1208,63891.0,1.0,,,,
1209,63894.0,1.0,,,,
1210,63895.0,1.0,,,,
1211,63898.0,,,,5.0,
1212,63899.0,,,,1.0,
1213,63900.0,,,,,2.0
1214,63901.0,,,,3.0,
1215,63902.0,1.0,,,,
1216,63903.0,1.0,,,,
1217,63904.0,1.0,,9.0,,
1218,63905.0,,,,,1.0
1219,63907.0,1.0,,,,
1220,63908.0,,,,1.0,
1221,63909.0,1.0,,,,
1222,63910.0,1.0,,,,
1223,63911.0,1.0,,,,
1224,63912.0,,,,,5.0
1225,63913.0,,,,4.0,
1226,63915.0,1.0,,,,
1227,63916.0,1.0,,,,
1228,63917.0,,,,2.0,
1229,63918.0,1.0,,,,
1230,63920.0,1.0,,,,
1231,63922.0,,,,,3.0
1232,63923.0,1.0,,,,
1233,63924.0,1.0,,,,
1234,63925.0,1.0,,,,
1235,63926.0,1.0,,,,
1236,63927.0,,,,2.0,
1237,63928.0,1.0,,,,
1238,63929.0,,,,3.0,
1239,63931.0,,,,,1.0
1240,63934.0,,,,3.0,
1241,63935.0,1.0,,,,
1242,63936.0,1.0,,,,
1243,63937.0,1.0,,,,
1244,63938.0,1.0,,,,
1245,63939.0,1.0,,,,
1246,63940.0,,,,4.0,
1247,63941.0,,,,,1.0
1248,63942.0,1.0,,,,
1249,63943.0,1.0,,,,
1250,63944.0,1.0,,,,
1251,63945.0,1.0,,,,
1252,63946.0,1.0,,,,
1253,63948.0,1.0,,,,
1254,63949.0,,,,2.0,
1255,63950.0,1.0,,,,
1256,63951.0,1.0,,,,
1257,63953.0,,,,5.0,
1258,63954.0,,,,,1.0
1259,63955.0,1.0,,,,
1260,63956.0,1.0,,,,
1261,63957.0,,,,5.0,
1262,63958.0,,,,1.0,
1263,63959.0,1.0,,,,
1264,63960.0,1.0,,9.0,,
1265,63962.0,1.0,,,,
1266,63963.0,1.0,,,,
1267,63964.0,1.0,8.0,,,
1268,63965.0,1.0,,,,
1269,63966.0,1.0,,,,
1270,63967.0,,,,,1.0
1271,63968.0,,,,1.0,
1272,63971.0,,,,,4.0
1273,63972.0,1.0,,,,
1274,63973.0,,,,,5.0
1275,63974.0,1.0,,,,
1276,63977.0,1.0,,,,
1277,63978.0,,,,2.0,
1278,63982.0,1.0,,,,
1279,63983.0,1.0,,,,
1280,63984.0,,,9.0,,
1281,63986.0,,,,1.0,
1282,63989.0,1.0,,,,
1283,63990.0,,,,,5.0
1284,63991.0,1.0,,,,
1285,63992.0,1.0,,,,
1286,63995.0,1.0,,,,
1287,63996.0,1.0,,,,
1288,63997.0,1.0,,,,
1289,63998.0,1.0,,,,
1290,63999.0,,,,,4.0
1291,64000.0,1.0,,,,
1292,64002.0,1.0,,,,
1293,64003.0,1.0,,,,
1294,64005.0,,,,2.0,
1295,64009.0,,,,,1.0
1296,64011.0,1.0,,,,
1297,64012.0,1.0,,,,
1298,64013.0,,,,,1.0
1299,64014.0,1.0,,,,
1300,64015.0,,,,3.0,
1301,64017.0,1.0,,,,
1302,64018.0,1.0,,,,
1303,64020.0,,,,,1.0
1304,64021.0,,,,4.0,
1305,64022.0,1.0,,,,
1306,64023.0,,,,5.0,
1307,64024.0,1.0,,,,
1308,64025.0,1.0,,,,
1309,64026.0,1.0,,,,
1310,64029.0,,,,5.0,
1311,64031.0,,,,3.0,
1312,64032.0,,,,5.0,
1313,64033.0,,,,,1.0
1314,64034.0,,,,1.0,
1315,64036.0,1.0,,,,
1316,64037.0,1.0,,,,
1317,64040.0,1.0,,,,
1318,64042.0,1.0,,,,
1319,64043.0,1.0,,,,
1320,64046.0,1.0,,,,
1321,64047.0,1.0,,,,
1322,64048.0,1.0,,,,
1323,64049.0,,,,4.0,
1324,64050.0,1.0,,,,
1325,64051.0,,,,2.0,
1326,64052.0,,,,2.0,
1327,64054.0,1.0,,,,
1328,64055.0,1.0,,,,
1329,64056.0,1.0,,,,
1330,64058.0,1.0,,9.0,,
1331,64059.0,1.0,,,,
1332,64061.0,1.0,,,,
1333,64063.0,1.0,,,,
1334,64064.0,,,,,5.0
1335,64065.0,1.0,,,,
1336,64069.0,1.0,,,,
1337,64071.0,1.0,,,,
1338,64072.0,,,,2.0,
1339,64073.0,1.0,,,,
1340,64074.0,1.0,,,,
1341,64075.0,1.0,,,,
1342,64077.0,1.0,,,,
1343,64078.0,1.0,,,,
1344,64079.0,,,,4.0,
1345,64082.0,1.0,,,,
1346,64083.0,1.0,,,,
1347,64084.0,1.0,,,,
1348,64085.0,,,,,5.0
1349,64086.0,,,,,1.0
1350,64087.0,,,,3.0,
1351,64089.0,1.0,,,,
1352,64090.0,1.0,,,,
1353,64091.0,,,,,1.0
1354,64092.0,1.0,,,,
1355,64095.0,1.0,,,,
1356,64098.0,,,9.0,,
1357,64099.0,1.0,,,,
1358,64102.0,1.0,,,,
1359,64103.0,,,,,5.0
1360,64106.0,1.0,,,,
1361,64107.0,1.0,,,,
1362,64109.0,1.0,,,,
1363,64111.0,1.0,,,,
1364,64112.0,,,,4.0,
1365,64113.0,1.0,,,,
1366,64116.0,1.0,,,,
1367,64117.0,1.0,,,,
1368,64120.0,,,,1.0,
1369,64121.0,,,,4.0,
1370,64122.0,,,,1.0,
1371,64127.0,,,,,1.0
1372,64128.0,1.0,,,,
1373,64130.0,,,,,1.0
1374,64131.0,1.0,,,,
1375,64132.0,,,,,4.0
1376,64133.0,1.0,,,,
1377,64134.0,1.0,,,,
1378,64135.0,,,,,5.0
1379,64137.0,,,,,1.0
1380,64138.0,,,,,5.0
1381,64139.0,,,,1.0,
1382,64140.0,1.0,,,,
1383,64141.0,1.0,,,,
1384,64142.0,1.0,,,,
1385,64143.0,,,,1.0,
1386,64146.0,,,,,4.0
1387,64147.0,,,,1.0,
1388,64149.0,1.0,,,,
1389,64151.0,1.0,,,,
1390,64152.0,1.0,,,,
1391,64154.0,1.0,,,,
1392,64157.0,1.0,,,,
1393,64158.0,1.0,,,,
1394,64159.0,,,,1.0,
1395,64160.0,,,,,1.0
1396,64161.0,1.0,,,,
1397,64162.0,1.0,,,,
1398,64163.0,,,,,1.0
1399,64164.0,1.0,,,,
1400,64167.0,,,,,3.0
1401,64168.0,1.0,,,,
1402,64169.0,1.0,,,,
1403,64170.0,1.0,,,,
1404,64172.0,1.0,,,,
1405,64173.0,,,,,5.0
1406,64174.0,,,,4.0,
1407,64175.0,1.0,,,,
1408,64176.0,1.0,,,,
1409,64179.0,,,,1.0,
1410,64180.0,,,,2.0,
1411,64181.0,,,,5.0,
1412,64182.0,1.0,,,,
1413,64183.0,,,,4.0,
1414,64184.0,1.0,,,,
1415,64185.0,,,,,3.0
1416,64186.0,,,,1.0,
1417,64188.0,1.0,,,,
1418,64191.0,,,,1.0,
1419,64192.0,1.0,,,,
1420,64193.0,1.0,,,,
1421,64194.0,1.0,,,,
1422,64195.0,1.0,,,,
1423,64197.0,1.0,,,,
1424,64198.0,1.0,,,,
1425,64201.0,,,,,1.0
1426,64203.0,1.0,,,,
1427,64206.0,1.0,,,,
1428,64207.0,,,,9.0,
1429,64208.0,,,,4.0,
1430,64213.0,,,,1.0,
1431,64214.0,,,,1.0,
1432,64215.0,1.0,,,,
1433,64217.0,,,,3.0,
1434,64218.0,1.0,,,,
1435,64219.0,1.0,,,,
1436,64220.0,1.0,,,,
1437,64221.0,,,,3.0,
1438,64222.0,1.0,,,,
1439,64224.0,1.0,,,,
1440,64226.0,1.0,,,,
1441,64227.0,,,,1.0,
1442,64228.0,1.0,,,,
1443,64229.0,1.0,,,,
1444,64231.0,,,,4.0,
1445,64233.0,1.0,,,,
1446,64234.0,,,,5.0,
1447,64235.0,,,,3.0,
1448,64237.0,1.0,,,,
1449,64240.0,,,,5.0,
1450,64242.0,1.0,,,,
1451,64244.0,1.0,,,,
1452,64245.0,1.0,,,,
1453,64246.0,,,,1.0,
1454,64247.0,,,,1.0,
1455,64248.0,1.0,,,,
1456,64252.0,,,,1.0,
1457,64253.0,1.0,,,,
1458,64255.0,,,,,2.0
1459,64256.0,1.0,,,,
1460,64257.0,1.0,,,,
1461,64258.0,,,,,5.0
1462,64259.0,,,,2.0,
1463,64260.0,1.0,,,,
1464,64261.0,,,,,1.0
1465,64263.0,,,,5.0,
1466,64264.0,1.0,,,,
1467,64265.0,1.0,,,,
1468,64266.0,1.0,8.0,,,
1469,64269.0,,,,4.0,
1470,64270.0,1.0,,,,
1471,64271.0,1.0,,,,
1472,64272.0,,,9.0,,
1473,64275.0,,,,,1.0
1474,64276.0,,,,3.0,
1475,64277.0,,,,1.0,
1476,64278.0,,,,3.0,
1477,64281.0,,,,3.0,
1478,64284.0,1.0,,,,
1479,64286.0,,,,,3.0
1480,64288.0,,,,5.0,
1481,64290.0,1.0,,,,
1482,64291.0,,,,1.0,
1483,64292.0,1.0,,,,
1484,64294.0,,,,1.0,
1485,64296.0,,,,1.0,
1486,64298.0,1.0,,,,
1487,64299.0,1.0,,,,
1488,64301.0,1.0,,9.0,,
1489,64302.0,1.0,,,,
1490,64303.0,1.0,,,,
1491,64305.0,1.0,,,,
1492,64307.0,1.0,,,,
1493,64308.0,,,,1.0,
1494,64309.0,1.0,,,,
1495,64310.0,1.0,,,,
1496,64311.0,1.0,,,,
1497,64312.0,1.0,,,,
1498,64313.0,,,,1.0,
1499,64315.0,1.0,,,,
1500,64316.0,1.0,,,,
1501,64317.0,1.0,,,,
1502,64318.0,1.0,,9.0,,
1503,64319.0,,,,,4.0
1504,64320.0,1.0,,,,
1505,64321.0,1.0,,,,
1506,64324.0,,,,1.0,
1507,64325.0,1.0,,,,
1508,64326.0,1.0,,,,
1509,64328.0,,,,1.0,
1510,64329.0,1.0,,,,
1511,64330.0,1.0,,,,
1512,64331.0,1.0,,,,
1513,64332.0,1.0,,,,
1514,64333.0,,,,,
1515,64335.0,1.0,,,,
1516,64336.0,1.0,,,,
1517,64337.0,1.0,,,,
1518,64338.0,,,,1.0,
1519,64340.0,1.0,,,,
1520,64341.0,,,,2.0,
1521,64342.0,1.0,,,,
1522,64343.0,1.0,,,,
1523,64344.0,1.0,,,,
1524,64345.0,1.0,,,,
1525,64347.0,1.0,,,,
1526,64348.0,1.0,,,,
1527,64349.0,,,,,4.0
1528,64350.0,1.0,,,,
1529,64351.0,1.0,,,,
1530,64354.0,,,,1.0,
1531,64355.0,,,,3.0,
1532,64356.0,,,,3.0,
1533,64359.0,1.0,,,,
1534,64360.0,,,,4.0,
1535,64361.0,,,,,5.0
1536,64362.0,1.0,,,,
1537,64363.0,,,,,4.0
1538,64364.0,1.0,,,,
1539,64367.0,,,,,4.0
1540,64368.0,1.0,,,,
1541,64369.0,1.0,,,,
1542,64370.0,1.0,,,,
1543,64371.0,1.0,,,,
1544,64372.0,1.0,,,,
1545,64374.0,,,,,5.0
1546,64375.0,,,,3.0,
1547,64376.0,1.0,,,,
1548,64377.0,1.0,,,,
1549,64378.0,1.0,,,,
1550,64379.0,1.0,,,,
1551,64380.0,1.0,,,,
1552,64381.0,1.0,,,,
1553,64382.0,,,,,1.0
1554,64383.0,1.0,,,,
1555,64385.0,,,,,4.0
1556,64387.0,,,,,1.0
1557,64388.0,1.0,,,,
1558,64390.0,1.0,,,,
1559,64391.0,,,,4.0,
1560,64393.0,1.0,,,,
1561,64396.0,1.0,,,,
1562,64397.0,,,,,5.0
1563,64399.0,1.0,,,,
1564,64400.0,,,,1.0,
1565,64401.0,1.0,,,,
1566,64402.0,,,,3.0,
1567,64403.0,1.0,,,,
1568,64404.0,1.0,,,,
1569,64405.0,,,,,1.0
1570,64406.0,,,,,1.0
1571,64407.0,1.0,,,,
1572,64408.0,1.0,,,,
1573,64410.0,,,,5.0,
1574,64411.0,,,,,2.0
1575,64412.0,1.0,,,,
1576,64413.0,,,,4.0,
1577,64415.0,,,,,3.0
1578,64417.0,1.0,,,,
1579,64418.0,1.0,,,,
1580,64419.0,,,,1.0,
1581,64420.0,1.0,,,,
1582,64422.0,,,,5.0,
1583,64423.0,1.0,,,,
1584,64427.0,1.0,,,,
1585,64430.0,1.0,,,,
1586,64431.0,1.0,,,,
1587,64432.0,1.0,,,,
1588,64433.0,1.0,,,,
1589,64435.0,1.0,,,,
1590,64436.0,,,,3.0,
1591,64437.0,1.0,,,,
1592,64438.0,1.0,,,,
1593,64439.0,1.0,,,,
1594,64440.0,,,,,5.0
1595,64442.0,,,,4.0,
1596,64444.0,1.0,,,,
1597,64446.0,1.0,,,,
1598,64447.0,1.0,,,,
1599,64449.0,,,,,4.0
1600,64450.0,1.0,,,,
1601,64451.0,1.0,,,,
1602,64456.0,,,,4.0,
1603,64457.0,,,,4.0,
1604,64459.0,1.0,,,,
1605,64461.0,1.0,,,,
1606,64462.0,1.0,,,,
1607,64463.0,1.0,,,,
1608,64465.0,,,,4.0,
1609,64466.0,1.0,,,,
1610,64468.0,1.0,,,,
1611,64469.0,1.0,,,,
1612,64470.0,,,9.0,,
1613,64471.0,1.0,,,,
1614,64472.0,1.0,,,,
1615,64473.0,1.0,,,,
1616,64474.0,1.0,,,,
1617,64475.0,,,,1.0,
1618,64476.0,,,,1.0,
1619,64477.0,1.0,,,,
1620,64479.0,,,,3.0,
1621,64481.0,1.0,,,,
1622,64484.0,,,,,1.0
1623,64485.0,,,,1.0,
1624,64488.0,,,9.0,,
1625,64489.0,,,,,1.0
1626,64491.0,1.0,,,,
1627,64493.0,1.0,,,,
1628,64494.0,1.0,,,,
1629,64495.0,1.0,,,,
1630,64496.0,1.0,,,,
1631,64497.0,1.0,,,,
1632,64498.0,,,,,3.0
1633,64499.0,,,,4.0,
1634,64500.0,1.0,,,,
1635,64501.0,,,,1.0,
1636,64502.0,1.0,,,,
1637,64503.0,1.0,,,,
1638,64504.0,1.0,,,,
1639,64505.0,1.0,,,,
1640,64507.0,1.0,,,,
1641,64508.0,,,9.0,,
1642,64509.0,1.0,,,,
1643,64511.0,1.0,,,,
1644,64513.0,,,,1.0,
1645,64514.0,,,,3.0,
1646,64515.0,,,,4.0,
1647,64518.0,,,,4.0,
1648,64520.0,,,,4.0,
1649,64521.0,1.0,,,,
1650,64522.0,1.0,,9.0,,
1651,64524.0,1.0,,,,
1652,64525.0,1.0,,,,
1653,64526.0,1.0,,,,
1654,64527.0,,,,4.0,
1655,64529.0,1.0,,,,
1656,64530.0,1.0,,,,
1657,64532.0,1.0,,,,
1658,64533.0,1.0,,,,
1659,64534.0,1.0,,,,
1660,64536.0,1.0,,,,
1661,64540.0,,,,2.0,
1662,64544.0,,,,,5.0
1663,64545.0,,,,4.0,
1664,64548.0,,,,,2.0
1665,64549.0,,,,2.0,
1666,64550.0,,,,,1.0
1667,64552.0,,,,5.0,
1668,64553.0,1.0,,,,
1669,64558.0,1.0,,,,
1670,64559.0,1.0,,,,
1671,64560.0,,,,3.0,
1672,64562.0,1.0,,,,
1673,64564.0,,,,,4.0
1674,64565.0,1.0,,,,
1675,64567.0,,,,3.0,
1676,64569.0,1.0,,,,
1677,64570.0,1.0,,,,
1678,64571.0,1.0,,,,
1679,64572.0,,,,,2.0
1680,64574.0,1.0,,,,
1681,64576.0,1.0,,,,
1682,64581.0,,,,,5.0
1683,64582.0,,,,,1.0
1684,64583.0,,,,,5.0
1685,64584.0,,,,,1.0
1686,64585.0,1.0,,,,
1687,64586.0,,,,1.0,
1688,64587.0,1.0,,,,
1689,64589.0,,,,4.0,
1690,64591.0,1.0,,,,
1691,64592.0,,,,1.0,
1692,64593.0,,,,,1.0
1693,64594.0,1.0,,,,
1694,64596.0,,,,3.0,
1695,64597.0,1.0,,9.0,,
1696,64598.0,1.0,,,,
1697,64599.0,1.0,,,,
1698,64600.0,1.0,,,,
1699,64602.0,,,,5.0,
1700,64603.0,,,,,5.0
1701,64604.0,,,,1.0,
1702,64606.0,,,,4.0,
1703,64607.0,1.0,,,,
1704,64608.0,1.0,,,,
1705,64609.0,1.0,,,,
1706,64610.0,1.0,,,,
1707,64611.0,1.0,,,,
1708,64613.0,,,,3.0,
1709,64615.0,1.0,,9.0,,
1710,64616.0,,,,3.0,
1711,64617.0,,,,3.0,
1712,64619.0,1.0,,,,
1713,64620.0,,,,,5.0
1714,64621.0,,,,5.0,
1715,64622.0,,,,3.0,
1716,64625.0,1.0,,,,
1717,64627.0,,,,,5.0
1718,64628.0,1.0,,,,
1719,64629.0,1.0,,,,
1720,64632.0,,,,5.0,
1721,64633.0,1.0,,,,
1722,64634.0,1.0,,,,
1723,64635.0,1.0,,,,
1724,64636.0,1.0,,,,
1725,64637.0,,,,1.0,
1726,64639.0,1.0,,,,
1727,64640.0,,,,1.0,
1728,64642.0,,,,4.0,
1729,64643.0,,,,,2.0
1730,64644.0,1.0,,,,
1731,64646.0,1.0,,,,
1732,64648.0,,,,3.0,
1733,64651.0,1.0,,,,
1734,64654.0,1.0,,,,
1735,64656.0,,,,,4.0
1736,64658.0,,,,1.0,
1737,64661.0,,,,5.0,
1738,64663.0,1.0,,,,
1739,64664.0,1.0,,,,
1740,64667.0,1.0,,,,
1741,64668.0,,,,4.0,
1742,64669.0,1.0,,,,
1743,64671.0,1.0,,,,
1744,64672.0,1.0,,,,
1745,64673.0,,,,,5.0
1746,64674.0,,,,1.0,
1747,64675.0,1.0,,,,
1748,64676.0,,,,2.0,
1749,64677.0,1.0,,,,
1750,64679.0,,,,,4.0
1751,64680.0,,,,,5.0
1752,64681.0,1.0,,,,
1753,64682.0,1.0,,,,
1754,64683.0,1.0,,,,
1755,64684.0,1.0,,,,
1756,64685.0,,,,2.0,
1757,64687.0,1.0,,,,
1758,64689.0,,,,2.0,
1759,64692.0,1.0,,,,
1760,64693.0,,,,2.0,
1761,64694.0,,,,4.0,
1762,64695.0,,,,,1.0
1763,64698.0,1.0,,,,
1764,64699.0,1.0,,,,
1765,64700.0,1.0,,,,
1766,64701.0,,,,1.0,
1767,64703.0,,,,3.0,
1768,64704.0,,,,1.0,
1769,64705.0,1.0,,,,
1770,64706.0,1.0,,,,
1771,64709.0,1.0,,,,
1772,64711.0,1.0,,,,
1773,64713.0,,,,5.0,
1774,64714.0,1.0,,,,
1775,64715.0,1.0,,,,
1776,64718.0,1.0,,,,
1777,64719.0,,,,,5.0
1778,64720.0,1.0,,,,
1779,64721.0,1.0,,,,
1780,64722.0,,,,1.0,
1781,64725.0,1.0,,,,
1782,64726.0,1.0,,,,
